Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
GBPUSD=X,FX,SMA1M: 80 EMA,Active,0.785,9.641,0.081,26.197,158,0.77,2244,2172,0.2519,0.2494,0.5014,57349
GBPUSD=X,FX,SMA1M: 80 EMA,Passive,-2.705,9.655,-0.28,49.345,1,0,1,0,0.4916,0,0.4916,30915
GBPUSD=X,FX,SMA1M: 80 SMA,Active,1.925,9.639,0.2,22.186,132,0.64,2256,2160,0.2569,0.2517,0.5086,69844
GBPUSD=X,FX,SMA1M: 80 SMA,Passive,-2.705,9.655,-0.28,49.345,1,0,1,0,0.4916,0,0.4916,30915
GBPUSD=X,FX,SMA1M: 90 EMA,Active,0.778,9.647,0.081,26.75,148,0.73,2216,2192,0.2502,0.2527,0.5029,57254
GBPUSD=X,FX,SMA1M: 90 EMA,Passive,-2.677,9.661,-0.277,49.345,1,0,1,0,0.4921,0,0.4921,31106
GBPUSD=X,FX,SMA1M: 90 SMA,Active,1.974,9.646,0.205,22.421,128,0.63,2258,2150,0.257,0.2505,0.5075,70387
GBPUSD=X,FX,SMA1M: 90 SMA,Passive,-2.677,9.661,-0.277,49.345,1,0,1,0,0.4921,0,0.4921,31106
GBPUSD=X,FX,SMA1M: 100 EMA,Active,0.512,9.655,0.053,25.666,146,0.72,2196,2202,0.2476,0.2535,0.5011,54662
GBPUSD=X,FX,SMA1M: 100 EMA,Passive,-2.642,9.669,-0.273,49.345,1,0,1,0,0.492,0,0.492,31333
GBPUSD=X,FX,SMA1M: 100 SMA,Active,2.433,9.653,0.252,18.94,108,0.53,2252,2146,0.2583,0.2519,0.5102,76066
GBPUSD=X,FX,SMA1M: 100 SMA,Passive,-2.642,9.669,-0.273,49.345,1,0,1,0,0.492,0,0.492,31333
JPY=X,FX,SMA1M: 10 EMA,Active,-2.396,12.358,-0.194,49.595,407,1.96,2357,2118,0.2694,0.2241,0.4935,32501
JPY=X,FX,SMA1M: 10 EMA,Passive,1.684,11.877,0.142,35.707,1,0,1,0,0.5168,0,0.5168,67267
JPY=X,FX,SMA1M: 10 SMA,Active,-2.479,12.362,-0.201,52.888,467,2.25,2455,2020,0.2815,0.2147,0.4962,32013
JPY=X,FX,SMA1M: 10 SMA,Passive,1.684,11.877,0.142,35.707,1,0,1,0,0.5168,0,0.5168,67267
JPY=X,FX,SMA1M: 20 EMA,Active,-2.375,12.371,-0.192,59.799,317,1.52,2280,2185,0.2602,0.2309,0.491,32655
JPY=X,FX,SMA1M: 20 EMA,Passive,1.645,11.888,0.138,35.706,1,0,1,0,0.5168,0,0.5168,66765
