Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
HG=F,Commodities,eGARCH : 252 21 moving snorm close,Passive,8.68,24.315,0.357,57.465,1,0,1,0,0.5012,0,0.5012,177570
HG=F,Commodities,eGARCH : 252 21 expanding snorm close,Active,6.197,24.373,0.254,60.665,356,1.92,3009,828,0.3967,0.1102,0.5069,124905
HG=F,Commodities,eGARCH : 252 21 expanding snorm close,Passive,8.68,24.315,0.357,57.465,1,0,1,0,0.5012,0,0.5012,177570
BTC-USD,Cryptocurrency,sGARCH : 126 21 moving snorm close,Active,-7.115,48.237,-0.148,93.962,168,1.56,2272,982,0.3685,0.1355,0.504,19278
BTC-USD,Cryptocurrency,sGARCH : 126 21 moving snorm close,Passive,56.341,58.452,0.964,82.945,1,0,1,0,0.5341,0,0.5341,16031349
BTC-USD,Cryptocurrency,sGARCH : 126 21 expanding snorm close,Active,-6.927,47.286,-0.146,94.923,182,1.69,2268,986,0.3672,0.1358,0.5031,19788
BTC-USD,Cryptocurrency,sGARCH : 126 21 expanding snorm close,Passive,56.341,58.452,0.964,82.945,1,0,1,0,0.5341,0,0.5341,16031349
BTC-USD,Cryptocurrency,sGARCH : 252 21 moving snorm close,Active,-7.337,46.016,-0.159,92.588,191,1.93,2252,750,0.4017,0.1159,0.5177,20171
BTC-USD,Cryptocurrency,sGARCH : 252 21 moving snorm close,Passive,56.013,58.886,0.951,82.936,1,0,1,0,0.5353,0,0.5353,10000564
BTC-USD,Cryptocurrency,sGARCH : 252 21 expanding snorm close,Active,-6.507,45.234,-0.144,93.549,197,1.99,2259,743,0.4021,0.1139,0.516,22432
